@relation 'song-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-V-R16,73,86,92-93,95,99,105-106,108,112-114,117,120-122,124-125,129,136,140,143,146,150,154-157,159-160,164,169,173-174,178'

@attribute pitches2-med numeric
@attribute pitches10-var numeric
@attribute timbre0-med numeric
@attribute timbre1-mean numeric
@attribute timbre1-med numeric
@attribute timbre1-min numeric
@attribute timbre2-mean numeric
@attribute timbre2-krt numeric
@attribute timbre3-mean numeric
@attribute timbre3-var numeric
@attribute timbre3-krt numeric
@attribute timbre4-mean numeric
@attribute timbre4-med numeric
@attribute timbre4-max numeric
@attribute timbre5-mean numeric
@attribute timbre5-med numeric
@attribute timbre5-var numeric
@attribute timbre5-max numeric
@attribute timbre5-skw numeric
@attribute timbre6-var numeric
@attribute timbre7-var numeric
@attribute timbre7-krt numeric
@attribute timbre8-var numeric
@attribute timbre8-skw numeric
@attribute timbre9-var numeric
@attribute timbre9-krt numeric
@attribute timbre10-mean numeric
@attribute timbre10-med numeric
@attribute timbre10-var numeric
@attribute timbre10-max numeric
@attribute timbre10-skw numeric
@attribute timbre11-var numeric
@attribute loudmax-mean numeric
@attribute loudmax-max numeric
@attribute loudmax-skw numeric
@attribute genre {Pop_Rock,Electronic,Rap,Jazz,Latin,RnB,International,Country,Religious,Reggae,Blues,Vocal,Folk,New,Comedy_Spoken,Stage,Easy_Listening,Avant_Garde,Classical,Children,Holiday}

@data
0.3105,0.053785,44.641,22.1275,18.829,-152.259,1.47106,-0.15733,19.6197,2339.76,9.148115,2.24403,-3.9905,140.557,0.302888,-5.896,1554.87,171.899,0.667696,715.464,672.722,2.506048,545.433,0.127416,358.265,1.276375,6.54706,6.0395,495.11,74.114,-0.024387,384.551,-11.9257,-1.887,-2.42595,Pop_Rock
0.1325,0.129389,48.5685,6.01604,8.3325,-147.779,23.9565,0.949128,-0.68752,1613.37,2.134499,20.3736,20.0885,131.043,-12.7368,-15.728,608.7,119.963,0.839961,944.355,431.507,1.783516,422.178,-0.086787,319.507,1.1733,-1.16536,-0.3865,266.978,73.317,-0.061409,368.235,-9.06658,-1.338,-2.41671,Reggae
0.156,0.041855,46.841,49.8993,50.23,-121.224,-1.95821,0.243494,9.38912,1305.59,0.003952,16.8536,18.077,111.838,4.03938,-0.434,1157.9,137.24,0.691028,876.116,697.574,0.405645,502.203,-0.106159,436.504,0.23909,-5.01565,-5.687,388.738,57.562,0.097315,320.416,-9.10102,-0.801,-2.32405,Reggae
0.119,0.040931,42.0505,9.2252,19.518,-198.446,-23.3405,0.446495,-2.56548,4026.4,4.519192,-37.7734,-35.3375,63.639,-3.93545,-11.641,1604.43,194.021,1.000744,771.562,1007.07,1.10195,483.436,-0.027855,562.053,0.48341,-5.97155,-3.934,507.121,84.647,-0.230419,290.796,-14.5841,-3.361,-1.333974,Pop_Rock
0.334,0.091603,53.125,41.6981,40.836,-61.281,17.0219,4.956021,-8.82237,1641,38.249005,-11.0376,-11.2485,73.096,-15.574,-25.6545,1167.89,260.384,2.765441,413.939,440.14,5.417852,225.541,-0.16492,365.793,3.219175,-0.545874,0.7535,367.994,156.469,-0.291554,184.705,-5.0975,-2.006,-3.106245,Pop_Rock
0.176,0.059669,52.298,38.0252,36.079,-67.896,47.9457,2.036694,5.89919,1058.57,12.277756,5.39088,-4.876,146.457,-21.6652,-24.219,365.079,186.761,2.700835,584.25,327.893,0.925212,242.062,-0.04073,186.396,3.037215,-2.31302,-1.778,129.956,47.624,-0.261651,230.676,-8.39737,-1.261,-1.658266,Pop_Rock
0.684,0.066316,50.195,33.2889,35.9625,-219.096,-1.16356,2.197442,-6.10802,2806.58,3.682493,8.05494,9.6395,111.425,10.3021,8.343,1368.21,200.784,-0.034165,1044.29,768.333,0.597957,650.976,-0.019554,487.131,0.264038,-11.0115,-11.248,522.985,72.785,0.094538,231.258,-5.9645,1.369,-2.066032,Rap
0.5095,0.06272,42.793,36.2272,35.0425,-105.449,-40.5471,0.051123,-22.1994,981.315,0.528738,11.492,10.5255,97.914,-12.9658,-15.903,820.762,96.45,0.409365,550.122,886.929,-0.080179,522.119,-0.550243,515.134,-0.268694,-5.50539,-5.1495,435.141,126.549,0.030306,213.807,-13.4887,-6.294,-3.887828,Rap
0.148,0.040989,39.146,-28.9801,-31.841,-145.934,-12.496,0.112533,6.8594,1933.96,6.232308,-3.15997,-4.45,61.558,2.08975,-5.127,1626.59,128.819,0.614733,360.343,411.791,0.699813,220.762,-0.025551,275.606,0.700262,-4.46146,-2.409,422.794,65.473,-0.41893,226.033,-16.4661,-6.136,-1.435407,New
0.591,0.076333,50.214,36.4548,34.883,-42.537,13.2333,7.838191,-2.63971,1001.59,96.569562,-41.417,-39.912,33.863,-28.4842,-28.614,494.476,218.533,0.432244,309.925,270.234,5.87927,208.617,-0.082596,193.055,1.685556,0.548216,0.092,174.709,74.462,-0.574729,129.441,-6.95344,-2.606,-0.710647,Pop_Rock
0.375,0.101265,51.588,24.6382,28.984,-114.067,7.16661,3.200392,-9.14573,793.324,16.291698,-24.5716,-21.0975,73.615,-17.6485,-20.8345,510.041,128.719,1.005103,431.052,294.957,2.49363,304.039,0.196595,244.765,3.24031,1.24735,1.936,209.852,45.338,-1.212453,226.87,-5.83353,0.226,-5.181259,Blues
0.214,0.108388,51.3435,62.2751,59.905,6.262,7.27985,0.350604,-11.0229,302.9,1.020427,-22.8685,-20.801,37.646,-30.0797,-30.8445,293.087,98.043,1.083426,218.897,198.571,1.280601,204.418,0.320887,115.635,0.221662,0.424934,-0.866,130.745,64.055,0.501046,179.247,-7.07618,-1.016,-2.508079,Pop_Rock
0.7655,0.040021,48.1395,19.7555,27.202,-195.524,-24.1858,1.029993,-3.72095,880.801,5.753463,-18.1609,-21.216,109.562,-17.0776,-19.347,646.381,109.692,0.648505,695.764,588.096,2.212543,387.831,-0.516347,368.58,2.948006,2.64013,3.1375,201.977,58.593,-0.458012,298.252,-9.76462,-0.682,-2.304381,Pop_Rock
0.185,0.104338,40.1975,35.7337,39.4435,-107.645,-9.1997,1.143251,3.02382,1200.18,4.976053,-0.842211,0.8305,88.665,1.70994,-0.0035,1187.94,162.891,0.267371,537.646,446.779,0.550353,455.952,-0.315877,322.949,-0.170914,1.89957,0.5315,326.439,74.771,0.421421,330.629,-15.6539,-9.167,-3.008422,Latin
0.189,0.017208,38.323,-25.0965,-31.375,-193.395,-44.2825,-0.336029,5.22526,11636.3,-0.223106,35.9361,27.696,179.972,34.4861,28.018,3285.08,236.41,0.564463,2060.2,1511.82,0.485793,508.529,0.391463,766.42,-0.290677,-9.08174,-1.033,1736.13,100.45,-0.600798,394.468,-15.2198,-4.041,-1.578981,Pop_Rock
0.1865,0.091169,36.464,-56.904,-66.5155,-247.605,53.0164,0.383608,0.454597,2896.71,1.103077,6.80103,9.957,110.046,7.325,2.3335,1403.76,151.491,0.727674,1881.98,1219.33,0.702978,978.925,0.257408,682.562,2.100032,-3.2089,-1.8665,376.823,54.856,-0.410461,503.571,-20.5895,-10.381,-1.188332,Pop_Rock
0.2975,0.032921,50.172,68.4459,64.0525,-9.039,-4.62385,2.690755,-14.3257,1078.44,67.7888,-38.5984,-33.827,64.138,-16.6764,-17.89,543.264,135.545,-0.041758,383.745,250.076,1.094209,221.239,-0.32585,156.067,5.55691,-4.48799,-4.259,150.62,56.294,-1.929718,105.062,-7.23956,-3.381,-8.615591,Pop_Rock
0.1745,0.100899,49.022,2.70409,5.6635,-131.591,9.02517,1.237655,0.729454,1291.15,1.007638,-33.3209,-31.4585,57.491,2.44672,-3.3005,1211.9,186.267,0.64255,320.369,479.119,0.721845,270.58,0.29872,333.016,0.973159,-1.62847,-1.1505,391.36,96.916,-0.022634,177.547,-7.39789,-2.656,-5.949482,Pop_Rock
0.199,0.094001,46.675,14.188,14.341,-116.285,14.6193,0.560788,-11.6481,752.637,1.734908,4.15902,3.705,111.941,-13.4729,-17.551,499.868,115.964,1.340445,576.437,309.846,3.693348,266.697,-0.168947,182.408,0.723252,1.22839,1.893,210.828,57.843,-0.350062,231.819,-12.1341,-5.125,-2.708402,Country
0.2295,0.02805,42.6725,-54.3241,-52.1675,-185.937,62.4563,1.541402,7.90609,2266.95,17.429984,14.6364,14.441,100.798,8.0064,1.4755,884.281,197.66,1.538627,419.912,442.42,2.544511,478.068,-0.271127,338.256,4.491202,-1.24611,-0.353,321.511,48.699,-0.353508,297.376,-14.2484,-5.088,-3.508177,Blues
0.182,0.134595,49.089,-56.1342,-61.587,-124.866,76.2382,3.128582,12.9705,608.59,3.920439,-72.3861,-74.579,83.859,7.2725,2.615,624.351,164.381,1.347738,299.622,170.499,0.387947,322.562,-0.633503,183.541,0.495417,3.62185,3.656,157.176,65.173,-0.043102,257.918,-9.16709,-3.314,-4.535733,RnB
0.215,0.084082,43.42,-28.3135,-29.832,-177.936,-33.5327,1.332911,1.91203,2225.79,4.557219,-17.0064,-12.844,123.026,-1.42361,-9.268,1718.99,210.983,1.137365,926.352,742.879,1.025678,760.128,-0.248896,515.786,0.47785,1.13222,1.291,408.398,90.451,0.354495,652.318,-13.6161,-4.366,-2.745339,Pop_Rock
0.441,0.071426,52.579,13.6689,20.348,-185.098,33.4977,1.761935,-5.24648,755.424,61.309387,-15.1647,-13.753,97.006,-13.8948,-19.3585,839.199,240.979,3.246963,511.695,247.073,7.100435,279.539,-0.026021,169.448,3.002478,-2.76806,-2.0415,220.422,65.184,-0.557617,161.139,-5.67474,-2.372,-8.538435,Pop_Rock
0.178,0.087828,38.621,-124.469,-127.044,-220.469,58.4585,1.049923,12.708,1473.79,1.472355,-105.28,-109.529,57.317,19.4819,15.053,1102.5,133.565,0.355273,450.576,355.418,4.629563,341.717,0.388332,211.524,1.820296,5.55348,7.082,382.153,53.13,-0.431395,190.219,-17.2745,-8.617,-0.640641,Blues
0.264,0.036053,48.403,9.99188,31.357,-192.748,17.9872,1.354026,3.36009,966.977,6.1802,-25.6746,-24.672,54.684,-13.8343,-19.236,676.982,132.662,1.068663,908.5,488.567,0.153996,375.443,-0.083177,325.416,2.335195,-0.817826,-0.249,200.45,60.937,-0.334477,295.851,-9.01562,-0.796,-1.678334,Pop_Rock
0.1085,0.057721,40.7455,-31.3245,-31.174,-167.508,13.3888,-0.317461,1.10614,2243.3,4.193907,-17.7291,-20.367,80.071,-0.058768,-5.612,865.896,107,0.666463,544.955,570.148,2.117066,295.058,-0.294022,308.235,2.025462,-0.055044,0.7935,314.092,48.594,-0.53698,182.648,-16.7583,-3.231,-1.290915,Pop_Rock
0.2065,0.110079,42.1195,-23.3162,-26.4955,-169.389,-10.1005,0.682554,-8.61209,1363.12,11.238739,27.6872,28.3315,156.467,-6.79663,-10.451,784.794,137.174,0.406535,415.388,892.843,0.900115,455.637,-0.092335,477.801,0.315722,-3.9923,-4.027,311.865,56.269,0.036043,223.786,-14.3668,-7.627,-3.168522,Pop_Rock
0.196,0.101014,46.33,43.8884,52.8685,-226.795,-2.6026,0.148865,-19.6238,950.985,27.900085,-10.3918,-11.921,113.449,-16.3042,-17.897,428.225,66.478,-0.006842,699.79,372.808,3.850501,502.412,0.144109,255.743,2.478586,-5.50108,-5.2825,209.476,50.078,-0.080474,424.856,-12.5957,-6.285,-2.729157,Pop_Rock
0.2545,0.068505,46.136,2.74057,4.8865,-149.454,12.4856,0.408407,10.9713,2199.44,4.854687,-6.47047,-8.697,93.594,3.32354,-5.0585,1669.91,222.832,0.866154,533.758,767.057,1.783236,493.513,-0.066836,429.147,0.560218,-3.32417,-0.8905,550.938,103.193,-0.503492,290.917,-10.263,-1.773,-3.283129,Reggae
0.2515,0.066737,48.9435,11.2944,8.474,-92.924,21.8222,0.721246,-6.77903,436.509,2.144147,-41.7961,-37.1135,85.971,-14.9312,-17.301,354.286,90.418,0.918626,406.833,311.407,2.614644,200.114,-0.240898,229.716,1.222738,-0.662461,-1.1105,121.886,50.91,0.452918,174.943,-10.4888,-1.657,-2.56302,Pop_Rock
0.185,0.096955,32.998,-51.7448,-57.222,-181.849,-37.5951,-0.199862,-11.2424,742.995,0.733437,-0.034463,2.832,82.29,-18.0322,-21.712,598.318,134.159,0.932141,606.813,446.956,0.612573,320.446,0.05861,338.239,0.128792,1.39481,1.804,152.213,42.014,-0.338692,345.824,-23.906,-11.521,-0.818022,Jazz
0.018,0.108461,34.4455,-109.758,-113.083,-301.224,-43.1967,-0.043469,13.6396,3330.91,1.701063,-2.25039,-2.0855,141.843,-16.1964,-22.769,1902.9,144.839,0.701805,1662.7,997.276,1.177861,736.715,-0.745739,547.237,1.033636,-10.7201,-11.225,583.773,73.79,0.240029,441.766,-20.7339,-5.444,-0.705969,Electronic
0.099,0.056865,38.556,18.8959,15.437,-81.989,-6.14751,1.305452,-2.99619,1649.45,7.174309,-20.4644,-20.365,60.909,-6.09178,-13.143,801.475,118.908,1.177498,604.744,403.101,0.450627,551.926,0.10417,223.935,0.78923,0.505812,-0.234,290.235,59.299,-0.263386,400.228,-18.5415,-9.864,-1.23982,Pop_Rock
0.196,0.068905,44.9335,-14.3902,-13.7205,-148.308,-12.7019,0.388149,-7.72577,1088.32,12.114388,2.53617,2.9295,71.066,-6.3933,-11.029,799.849,171.76,1.416317,383.643,488.86,0.785911,430.964,0.208413,285.102,1.540425,2.20638,1.9195,241.199,58.624,0.060149,220.512,-12.066,-4.873,-2.574934,Pop_Rock
0.4675,0.096901,47.709,-100.114,-101.071,-234.811,-21.2914,-0.434793,5.2808,1915.72,-0.281348,-13.0289,-12.5555,90.459,0.043144,-3.459,1265.83,187.23,0.456893,616.751,841.44,0.580343,467.376,-0.143436,487.367,0.785382,-4.17054,-3.301,373.668,125.861,0.211477,222.269,-7.45448,1.117,-0.073932,Rap
0.55,0.086689,37.313,-98.7303,-101.565,-326.104,40.3366,-0.379662,-1.02903,1065.41,9.04205,5.68277,-0.1065,181.481,-31.2741,-31.82,339.425,138.452,1.118048,785.851,431.964,2.012051,683.48,-0.628148,226.709,0.672706,0.170925,1.271,138.178,42.893,-1.67032,605.897,-21.1759,-11.112,-0.882999,Electronic
0.179,0.127084,41.552,18.3649,18.588,-112.791,-6.0134,2.610983,6.0998,1054.46,2.562902,15.877,13.872,116.346,-9.75802,-13.56,845.807,126.415,0.866626,315.798,369.287,4.846137,201.935,0.296299,296.879,3.666927,3.12515,1.8695,317.568,64.655,0.166246,205.95,-15.6458,-5.473,-2.368967,New
0.099,0.116741,39.501,-55.7157,-60.684,-157.506,12.6708,-0.150874,-7.62139,1149.12,5.448049,-13.5496,-11.829,73.449,-13.4775,-15.487,538.873,173.954,1.239714,624.103,407.384,1.64062,517.77,0.496179,268.389,1.067095,-1.87457,-1.119,225.589,93.584,-0.987252,296.252,-17.6441,-7.961,-0.465211,International
0.251,0.051569,38.8065,-12.9189,-13.311,-117.899,30.7044,0.104407,12.5658,1316.66,0.872349,-13.4844,-11.971,69.863,0.339739,-3.041,905.963,112.521,0.572534,705.776,350.322,1.034401,432.343,-0.432692,243.518,-0.126494,-0.529445,-0.0745,327.058,57.078,-0.228978,386.051,-17.4293,-8.746,-1.640009,Blues
0.7825,0.074759,46.4995,38.5362,23.094,-88.99,-8.02101,5.064445,6.77721,1377.56,-0.043627,8.30042,11.607,84.965,-8.402,-14.88,1236.57,212.062,1.282646,505.541,582.456,0.737776,486.726,0.137611,265.785,1.871748,-4.03693,-4.354,280.094,58.975,-0.025554,567.942,-11.7696,-1.047,-2.345383,RnB
0.3325,0.115437,42.74,-17.6601,-17.8985,-244.932,-34.6627,-0.510386,10.5342,4823.45,0.123485,-6.63393,-7.1105,128.694,28.6806,18.3815,2676.89,212.497,0.803969,1341.31,1301.99,0.119657,563.237,0.108636,866.001,0.159067,1.35392,1.2235,671.98,76.235,0.000266,404.18,-11.7854,-3.545,-2.649894,Reggae
0.081,0.08144,35.661,-34.5749,-37.167,-127.801,9.85151,0.277908,15.1079,2098.97,9.808892,33.3042,32.721,119.98,-1.27119,-12.041,1411.54,164.572,1.615966,839.051,490.466,5.13377,745.641,0.246811,477.91,0.628628,4.87784,5.232,284.157,92.896,-0.245568,705.469,-19.954,-6.476,0.160117,Latin
0.392,0.0379,48.7365,35.613,36.405,-105.339,33.5744,0.599689,1.40422,789.319,4.987142,12.3951,8.747,134.406,-9.23994,-13.176,679.159,121.036,1.064528,472.215,378.372,2.186148,347.972,0.448876,245.256,0.495245,-2.08649,-2.261,162.269,60.085,0.162726,217.65,-9.24889,-1.6,-2.765132,Religious
0.23,0.110518,44.865,39.8794,41.119,-108.057,-4.87323,0.217897,27.1912,3097.19,3.43798,-4.81022,-5.412,124.425,7.39749,-0.517,1816.76,197.782,0.956676,1096.37,820.037,0.698646,459.882,0.176042,609.872,0.446826,4.40748,4.157,568.752,103.738,-0.153366,276.535,-10.2846,-1.445,-2.167076,Pop_Rock
0.3095,0.037782,36.123,-50.0537,-59.332,-159.386,-29.647,3.383757,5.73771,949.397,1.407889,-12.9487,-12.6445,65.158,-11.1466,-12.82,1145.34,140.743,0.419324,324.675,319.312,0.831844,315.526,-0.195866,255.299,0.209392,4.64785,4.743,234.508,57.531,-0.045021,201.334,-19.9453,-9.665,-2.511093,Folk
0.218,0.062694,51.552,70.8001,67.062,-37.538,20.1933,8.801256,-5.01688,784.145,0.999638,-12.132,-11.217,115.131,-15.4869,-19.397,505.704,99.938,1.339806,450.254,418.869,2.742008,245.638,-0.41985,251.833,0.545021,-3.47583,-2.78,144.295,54.563,-0.089615,156.536,-6.17843,-1.042,-2.318209,Pop_Rock
0.4945,0.094221,44.929,-36.157,-34.8225,-185.018,52.7601,0.250631,0.066477,1864.28,16.118535,-44.5478,-47.3945,57.491,0.077006,-5.048,676.905,102.11,0.665936,582.679,684.128,4.104774,569.713,-0.174795,410.512,1.558536,0.093573,1.3145,263.552,63.179,-0.172652,219.641,-14.7928,-6.636,-2.197398,Electronic
0.3,0.11388,46.806,-2.41844,1.043,-162.03,-20.5018,-0.258434,-18.2947,1297.25,14.998779,40.1636,40.075,125.196,-23.166,-25.849,724.821,92.454,0.26028,544.323,395.372,1.070847,300.383,0.238085,262.638,1.030344,0.893628,0.735,234.639,50.386,0.016735,286.188,-11.174,-4.298,-2.680605,Religious
0.135,0.02961,44.388,-10.0805,1.744,-170.871,31.9788,1.382246,-7.11255,795.911,40.183437,10.2097,15.448,113.471,-19.1159,-21.129,238.943,109.955,1.287705,474.086,253.931,22.982668,379.963,-0.463291,145.437,3.165022,2.617,2.45,125.518,73.878,-0.984086,214.944,-16.4111,-7.272,-1.384787,New
0.521,0.055408,48.465,35.5852,32.302,-105.713,8.82003,0.928836,-1.70712,929.815,47.287519,-4.40787,-6.351,110.535,-19.1606,-22.545,623.255,272.485,1.817138,484.059,416.893,1.590419,318.743,-0.24845,244.997,2.248341,3.33654,2.653,179.612,74.601,0.545774,302.703,-9.67651,-1.749,-1.508999,Pop_Rock
0.203,0.047786,50.879,26.9205,28.009,-98.918,19.6519,-0.044031,2.20089,471.658,19.911535,-13.6441,-12.554,57.605,-16.3961,-20.011,448.496,228.281,2.793268,380.73,300.469,2.048033,161.719,0.065762,184.041,0.808474,4.368,3.987,131.815,46.945,-0.089582,150.979,-6.59459,-1.345,-7.029627,Pop_Rock
0.35,0.069561,51.355,25.6022,36.8875,-105.693,28.4682,2.718113,4.97742,846.609,67.232673,-28.8589,-23.3895,57.491,-30.6771,-32.518,477.649,101.695,1.152731,359.478,300.719,3.106881,242.512,0.231366,203.174,2.344052,-0.734187,-1.823,185.841,48.117,-0.747469,219.795,-7.49661,-2.365,-3.614573,Pop_Rock
0.371,0.067978,49.6945,-5.73206,-3.945,-119.513,20.6609,-0.010927,9.15993,630.334,1.128122,-5.99616,-6.4545,70.35,-13.2876,-17.368,614.325,125.174,1.103468,505.045,423.154,0.69805,270.786,0.18674,226.961,0.846143,4.76805,4.3415,164.244,66.982,0.14699,313.396,-8.9397,-2.921,-3.621476,Blues
0.172,0.067695,47.34,27.203,22.776,-150.529,-21.8769,0.414921,-23.4658,650.304,1.047497,27.8437,26.58,125.911,-22.9244,-25.508,470.524,124.506,1.210494,427.346,418.193,0.88605,286.782,-0.072241,263.672,0.614027,4.70633,4.906,199.339,129.445,0.683765,321.642,-10.54,-4.847,-3.694663,Latin
0.202,0.074278,40.387,77.8355,82.984,-95.872,53.314,0.883918,31.0769,1036.18,2.419382,-14.2172,-13.915,76.093,5.71104,2.646,1003.49,143.925,0.569509,427.601,420.086,0.689652,292.549,-0.043552,340.12,0.803506,0.556518,0.979,256.425,65.452,-0.029204,232.292,-16.3101,-6.697,-3.045422,Jazz
0.299,0.091682,52.3315,43.3537,40.5785,-163.327,26.6792,1.989006,-2.57097,1031.27,46.892854,0.37102,-1.038,88.364,-15.8964,-18.399,580.183,81.738,0.39577,611.138,534.309,7.640576,318.036,-0.196726,363.941,2.400077,-2.30666,-2.282,226.542,58.895,-0.343317,256.413,-5.26266,-0.557,-6.188791,Pop_Rock
0.921,0.05795,46.7045,19.8147,23.8255,-114.019,-4.08109,-0.30622,18.7063,3117.35,1.303898,-32.5211,-31.673,57.491,7.16294,-2.2855,1921.68,221.679,0.906651,664.109,1011.44,0.931056,385.341,-0.289121,555.449,0.686923,2.42782,3.621,443.078,64.143,-0.894929,395.945,-9.20059,-0.628,-1.709099,RnB
0.689,0.022959,44.221,-18.9971,-22.668,-119.302,33.6658,1.45616,-9.48155,622.382,3.298865,-22.9401,-25.591,74.752,-10.9583,-13.782,324.676,68.898,0.919694,446.818,345.072,3.586816,308.607,-0.129531,191.217,1.375797,-1.16835,-0.027,114.767,23.691,-0.990587,218.504,-14.0728,-2.387,-1.19916,Electronic
0.5035,0.068159,42.7585,83.607,86.098,-21.69,168.145,-0.572527,37.9064,2630.15,3.579163,52.7285,61.983,121.342,-16.4225,-26.597,1041.82,91.217,1.64761,853.684,309.117,8.431126,560.33,-0.24871,135.436,1.502202,-2.30199,-2.205,184.344,33.036,-0.292075,354.193,-17.7159,-4.959,-2.507228,Folk
0.166,0.041258,44.7245,-19.2885,-20.424,-168.843,27.6144,0.657666,-8.73818,702.424,1.418467,17.5342,16.3595,106.379,-16.5993,-20.6915,450.471,120.307,1.197354,589.981,833.68,0.927583,369.951,-0.114237,367.38,0.820579,-2.8301,-2.8,146.426,66.757,-0.032057,281.406,-14.7471,-2.683,-1.468948,Pop_Rock
0.356,0.058701,43.331,28.1506,25.4325,-56.852,54.0593,0.63693,3.53114,1802.68,2.57462,11.6933,8.86,109.937,-10.0646,-12.748,498.028,67.458,0.451673,506.551,279.077,1.450866,224.006,0.17156,197.043,1.208107,-3.0556,-1.464,231.467,50.566,-0.357391,267.293,-14.5099,-7.999,-1.764982,Religious
0.433,0.028934,52.515,35.7038,39.517,-77.311,2.56348,0.83956,-10.4359,1000.76,4.29328,-15.7916,-13.664,108.562,-23.552,-27.086,672.062,122.183,1.213663,479.37,395.471,2.45989,245.938,0.058272,205.171,1.755636,-0.656428,-0.237,213.401,66.468,-0.012903,194.878,-5.1591,-1.191,-7.506636,Religious
0.1845,0.081697,42.3865,-22.1342,-24.8055,-118.284,31.3601,-0.37576,-4.3681,1297.39,3.786428,-7.85273,-7.0355,68.266,4.97793,-0.512,839.554,215.06,1.439125,623.545,371.695,2.871469,484.463,0.429204,336.897,0.442092,-1.82902,-0.294,258.471,42.851,-1.224963,227.436,-14.2315,-7.789,-2.584342,Country
0.2725,0.126713,43.4575,-30.1988,-30.2265,-171.807,-19.4108,-0.159182,-5.56074,1702.9,9.936909,0.152996,2.488,84.264,-2.84903,-9.6765,1073.72,135.903,0.575744,498.091,456.442,3.850487,832.094,0.078722,414.286,1.588198,-2.3481,-1.992,281.505,54.503,-0.343761,271.783,-13.4997,-4.486,-2.63879,Vocal
0.156,0.076318,36.02,-75.0256,-78.369,-189.154,24.6697,0.452692,-17.2763,1852.61,0.309242,-48.3453,-52.405,67.561,21.139,18.719,824.42,103.612,0.11983,840.061,386.446,1.001661,363.897,0.615457,262.823,0.131864,-5.56902,-4.1785,353.764,45.968,-0.096935,380.011,-19.0983,-8.728,-1.784923,Blues
0.215,0.059609,50.614,37.1427,37.484,-148.74,-10.7506,1.844921,-13.5267,1649.04,8.551731,-0.619884,-3.386,112.093,-9.24221,-15.0195,866.714,232.198,1.597311,559.932,513.232,3.115214,525.041,-0.610188,314.514,1.742362,-1.97119,-0.59,309.033,76.573,-0.520092,391.517,-6.54166,0.967,-3.198143,Latin
0.16,0.144813,46.074,-18.1412,-19.113,-142.223,-36.4079,-0.382332,9.11811,3252.59,1.997282,-5.78379,-5.326,136.961,-7.45777,-13.57,1929.15,263.924,1.057426,735.267,738.755,2.444376,577.073,-0.247208,422.042,1.840113,-3.80012,-3.719,638.857,121.085,0.227246,318.668,-8.95721,0.323,-0.673308,Rap
0.398,0.038709,50.967,-28.4484,-32.055,-131.144,52.1566,3.923308,10.2055,913.882,71.49178,-14.0408,-13.431,64.846,-9.6795,-12.304,472.672,118.968,-0.637828,384.69,304.957,5.105464,292.976,0.269113,220.454,3.250504,1.62721,1.518,136.44,49.123,-1.549491,214.469,-6.97819,-2.9,-7.31214,Pop_Rock
0.166,0.118579,44.376,-5.87924,-7.914,-165.367,45.2415,0.243951,5.64993,965.147,2.14091,-3.30173,-1.047,93.359,-12.9432,-16.72,440.884,91.115,1.0899,729.567,495.409,1.384843,419.575,0.231338,290.181,2.435694,3.51513,3.538,165.58,58.731,-0.256261,290.939,-13.3561,-3.45,-0.431721,Pop_Rock
0.168,0.092283,43.964,15.8115,15.321,-108.823,42.6567,-0.587682,1.2954,1440.16,1.294682,14.9522,15.2505,103.893,-6.91248,-11.2065,694.902,132.712,1.320955,888.257,506.517,0.723548,463.049,-0.0256,237.618,1.006586,-1.68246,-0.2965,262.114,51.59,-0.102468,493.101,-14.9346,-5.03,-1.793402,RnB
0.216,0.114861,43.337,-34.4726,-31.6595,-211.154,-45.4698,2.45869,52.1574,2532.17,-0.130458,-27.7857,-26.957,203.747,-5.52832,-10.7305,1464.12,311.984,0.64813,675.475,796.003,-0.310923,382.83,0.019603,495.742,-0.147904,13.9971,12.0225,442.213,94.052,0.474015,230.877,-10.5704,-2.33,-1.257816,Rap
0.273,0.074964,41.466,8.70998,0.1005,-115.37,-23.4703,-0.722274,-7.28399,1310.24,5.09593,-7.7076,-6.9575,62.831,-13.1124,-17.612,764.092,120.446,0.702359,599.203,445.154,1.488954,419.505,0.365947,348.424,0.379915,-2.6369,-2.945,227.829,69.035,0.034945,217.476,-16.6076,-5.657,-0.821621,Jazz
0.463,0.050254,49.536,40.3158,40.11,-200.29,8.29736,1.809573,-6.41216,1186.22,7.766394,-2.69708,-1.945,84.709,-22.9014,-27.328,625.775,270.821,3.004963,436.543,476.618,2.073857,287.905,-0.410666,263.626,1.59683,-1.73884,-1.626,226.018,79.103,0.137424,351.345,-8.87008,-1.818,-4.896192,Pop_Rock
0.169,0.065326,50.1635,30.5241,37.0195,-205.364,42.8008,1.134454,5.21068,2695.82,6.866874,-3.94242,-4.496,117.527,-2.05671,-8.903,1243.41,201.002,1.820928,779.218,389.445,2.303139,852.731,0.83803,263.925,0.928642,-3.56724,-0.72,401.478,73.04,-0.742016,281.855,-7.43035,-1.797,-2.703923,Latin
0.059,0.055076,31.797,-28.6545,-30.864,-163.552,3.58519,-0.679423,-9.27083,4394.1,0.812805,22.0849,21.371,139.164,7.22125,-0.316,1511.85,160.841,0.960681,1609.98,834.62,3.12708,482.961,0.185182,388.194,2.378664,0.05043,3.755,626.999,84.716,-0.632616,546.247,-24.1916,-10.23,-0.853847,Folk
