@relation 'song-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-V-R3,86,92-93,108,112,118,120-121,129,132,136,143,150,155,157,164,170,179-181,193,200,202,210,217,219,225,265,271,304,337,349,385,390,436,441,589,601,178'

@attribute pitches0-var numeric
@attribute timbre0-med numeric
@attribute timbre1-mean numeric
@attribute timbre1-med numeric
@attribute timbre3-var numeric
@attribute timbre3-krt numeric
@attribute timbre4-skw numeric
@attribute timbre5-mean numeric
@attribute timbre5-med numeric
@attribute timbre6-var numeric
@attribute timbre6-skw numeric
@attribute timbre7-var numeric
@attribute timbre8-var numeric
@attribute timbre9-var numeric
@attribute timbre10-mean numeric
@attribute timbre10-var numeric
@attribute timbre11-var numeric
@attribute loudmax-med numeric
@attribute seglen-mean numeric
@attribute seglen-med numeric
@attribute seglen-var numeric
@attribute chordsize-mean numeric
@attribute chordfreq-mean numeric
@attribute chordfreq-var numeric
@attribute rep0-max numeric
@attribute rep0-krt numeric
@attribute intra0-posmax numeric
@attribute intra0-negmax numeric
@attribute inter1-posmean numeric
@attribute inter1-negmean numeric
@attribute inter2-negmean numeric
@attribute inter3-negmean numeric
@attribute rep4-krt numeric
@attribute intra5-posmean numeric
@attribute intra5-negmax numeric
@attribute inter6-negmean numeric
@attribute rep7-max numeric
@attribute intra11-negmean numeric
@attribute inter11-negmean numeric
@attribute genre {Pop_Rock,Electronic,Rap,Jazz,Latin,RnB,International,Country,Religious,Reggae,Blues,Vocal,Folk,New,Comedy_Spoken,Stage,Easy_Listening,Avant_Garde,Classical,Children,Holiday}

@data
0.050997,48.371,51.9312,51.769,1728.13,0.48974,-1.718728,-13.0762,-19.243,625.935,0.544988,638.819,319.793,318.265,0.633035,363.991,316.807,-6.848,0.000961,0.000989,0,1.738713,10.306931,603.796883,0.9973,16.63344,0.998703,0.997937,0.330551,-0.31302,-0.274486,-0.255721,18.155574,0.358672,0.172169,-0.255248,0.394637,-0.033141,-0.298409,Pop_Rock
0.123127,47.961,-9.03855,-6.575,1726.24,2.48529,0.109266,-18.4298,-24.288,649.47,0.242723,759.026,377.067,381.704,4.26212,289.335,315.914,-8.3535,0.001,0.000942,0,1.766,8.928571,285.173469,0.99759,-0.880494,0.999698,0.999139,0.291113,-0.293452,-0.326353,-0.261811,3.009334,0.511104,0.800477,-0.290452,0.287033,-0.076773,-0.284813,Religious
0.077032,43.485,15.1454,15.891,1168.08,7.711527,-0.432476,9.67106,4.027,557.001,-0.120455,257.652,318.383,229.638,-1.67676,267.606,164.17,-11.724,0.000797,0.000705,0,1.851882,7.783439,181.762019,0.995827,9.312717,0.998432,0.996927,0.267983,-0.258429,-0.265682,-0.231806,9.730294,0.318822,0.010818,-0.26131,0.171812,-0.20164,-0.256686,Latin
0.077439,49.9155,38.45,38.918,2526.99,0.517487,-0.152934,-0.483996,-4.296,682.977,0.161839,771.649,740.367,544.975,-3.16598,392.23,307.833,-5.3965,0.000804,0.000699,0,1.882637,7.317647,250.946159,0.996512,4.380888,0.998884,0.996585,0.290195,-0.28721,-0.329958,-0.246144,2.297945,0.318967,0.156651,-0.286368,0.097545,-0.0906,-0.295915,Rap
0.105197,39.96,34.0378,38.106,1431.69,0.693204,0.142725,-6.67395,-13.694,889.33,-0.457418,461.3,341.583,351.26,5.29294,427.297,208.211,-14.97,0.001001,0.000958,0.000001,2.019019,10.298969,337.838453,0.992339,6.908507,0.994774,0.98566,0.292246,-0.420005,-0.225156,-0.196705,2.301584,0.292195,-0.062796,-0.218774,0.369186,-0.184266,-0.199561,RnB
0.068364,43.061,14.8365,15.0745,1474.46,6.767404,0.087356,-0.035387,-3.9925,402.018,-0.252631,665.422,365.959,275.819,-3.09541,327.881,182.874,-12.8485,0.000896,0.000838,0,2.147615,10.481132,790.230776,0.995963,10.848125,0.998591,0.997075,0.257865,-0.236403,-0.24003,-0.223136,9.029203,0.335122,0.340851,-0.242778,0.096053,-0.038795,-0.228273,Rap
0.16414,46.771,54.2614,53.585,1756.36,0.05577,0.308739,-9.62674,-14.959,726.621,-0.11646,547.343,254.406,257.924,-3.09787,387.262,365.356,-9.352,0.001458,0.001596,0,1.95614,15.906977,1896.177393,0.996579,2.785806,0.99882,0.996749,0.269873,-0.26,-0.269555,-0.256583,5.213606,0.403713,0.239793,-0.32503,0.296048,0.142517,-0.280585,RnB
0.040413,53.328,24.369,43.162,299.918,30.619861,-1.199073,-24.2477,-24.661,228.711,1.042899,205.832,147.372,116.328,3.75228,85.5608,178.508,-4.49,0.002028,0.001608,0.000007,1.880081,5.347826,116.118147,0.999155,5.829491,0.999898,0.999684,0.370481,-0.426088,-0.336663,-0.280198,0.831087,0.782052,0.820532,-0.32079,0.200777,0.151182,-0.312305,Pop_Rock
0.056883,42.347,9.81204,11.77,1192.21,8.023012,0.293298,-20.5864,-23.917,566.151,-0.755552,431.589,283.414,284.953,0.945694,238.721,268.428,-13.966,0.000881,0.000644,0,1.739207,7.773973,376.16124,0.996199,6.314163,0.998546,0.996022,0.338337,-0.31879,-0.342116,-0.278312,11.835635,0.536797,0.664822,-0.329688,0.303953,0.08327,-0.338568,Latin
0.049557,47.002,29.0915,34.285,423.985,5.903847,-0.534427,-18.9094,-19.597,329.58,0.472976,158.715,247.501,140.387,-1.36052,96.6798,176.446,-10.618,0.001647,0.001461,0.000002,1.708402,6.389474,168.006205,0.998876,11.84265,0.999879,0.999785,0.331266,-0.326194,-0.355747,-0.281847,9.758284,0.771378,0.811011,-0.309267,0.173407,0.367945,-0.302075,Pop_Rock
0.081018,43.2855,40.6643,47.4955,3663.71,0.551155,0.226334,-17.1278,-17.596,669.846,0.046638,1039.38,376.125,729.026,6.74751,978.925,257.594,-8.949,0.000551,0.000606,0,2.058499,14.852459,1026.420855,0.994286,1.192507,0.997864,0.994662,0.231595,-0.243275,-0.23436,-0.200486,8.559785,0.428436,0.157954,-0.236267,0.35516,-0.105012,-0.210086,Electronic
0.098158,49.295,49.4896,47.8225,615.797,44.028798,-0.148515,-20.4997,-22.6,362.833,0.027768,322.541,205.813,172.599,0.884994,138.543,192.442,-8.238,0.00122,0.001107,0.000001,1.882927,7.008547,239.324713,0.999114,3.168807,0.999917,0.999849,0.320816,-0.286015,-0.312677,-0.282515,2.14386,0.722043,0.8844,-0.269581,0.233354,0.34937,-0.305259,Pop_Rock
0.063586,36.102,10.1032,-0.816,2216.16,3.72455,0.174767,5.92596,-0.597,860.474,0.135594,525.864,611.169,351.355,-3.146,347.261,343.647,-18.98,0.001642,0.001542,0.000002,1.776683,5.033058,43.238577,0.994302,-0.331777,0.997792,0.994039,0.33563,-0.242466,-0.291664,-0.263186,8.957255,0.246655,-0.059063,-0.2296,0.188593,-0.204705,-0.268411,Vocal
0.066945,41.893,1.54381,12.734,3070.07,3.569114,-0.36974,5.52621,1.136,821.206,-0.6357,1028.79,507.15,573.709,-3.86175,589.513,332.13,-12.309,0.001183,0.000959,0.000001,1.892052,5.978723,76.205221,0.994897,-0.298414,0.999956,0.9999,0.323083,-0.319744,-0.33167,-0.268845,3.635671,0.415874,0.870606,-0.295326,0.11559,-0.047499,-0.268659,Pop_Rock
0.064009,41.726,-118.177,-122.021,2226.85,1.591997,0.538561,18.0521,11.023,547.595,0.380744,519.679,307.355,351.912,-4.0559,586.754,377.451,-13.0605,0.000903,0.000918,0,1.790614,7.012658,127.987182,0.995293,3.505117,0.997209,0.994166,0.290689,-0.288396,-0.304871,-0.247248,3.807194,0.467267,0.429309,-0.269089,0.212047,0.195968,-0.283999,International
0.102254,43.464,17.1735,8.487,2699.65,0.544437,0.242579,-5.19644,-8.816,939.129,0.580101,626.737,591.573,533.684,-1.32729,353.274,340.99,-11.868,0.001307,0.001162,0.000001,2.04183,6.375,182.601042,0.99754,-0.352318,0.998328,0.996663,0.245272,-0.252967,-0.317568,-0.232563,0.675493,0.26451,0.079898,-0.256708,0.144222,-0.059032,-0.245429,Pop_Rock
0.042159,45.118,-38.7803,-16.073,1241.06,33.703502,2.086553,-19.3159,-21.781,638.522,0.731149,451.62,477.547,244.509,0.772332,212.456,202.919,-12.346,0.000903,0.000907,0.000001,1.720867,9.710526,428.837258,0.997802,4.927483,0.999575,0.999263,0.292136,-0.297112,-0.33384,-0.264833,7.058356,0.586427,0.801244,-0.306122,0.209829,-0.110549,-0.289679,Pop_Rock
0.022906,43.753,-114.823,-121.328,1823.63,6.914284,0.32811,15.5679,10.71,587.523,0.472349,422.268,343.419,316.669,5.55334,313.662,244.229,-11.966,0.002037,0.001651,0.000002,1.692464,4.721154,101.335706,0.995548,20.138651,0.997061,0.992339,0.311213,-0.336713,-0.311281,-0.269225,6.50839,0.309693,0.131404,-0.288243,0.15623,0.700702,-0.251195,Blues
0.039026,51.2645,45.3529,44.9985,830.944,77.556233,-0.342977,-15.4513,-17.864,399.563,0.159741,291.613,201.874,172.83,1.50122,148.311,176.723,-5.9505,0.001779,0.001618,0.000002,1.797153,6.45977,131.144933,0.999133,2.840026,0.999758,0.999625,0.311585,-0.290987,-0.294491,-0.297461,1.284837,0.593736,0.739801,-0.278676,0.154397,0.034916,-0.288456,Pop_Rock
0.062304,44.6415,28.443,23.8685,810.437,-0.134679,0.274946,-25.042,-27.2565,858.134,-0.408597,368.826,315.93,331.216,2.51304,233.005,285.221,-11.1995,0.000575,0.000522,0,1.993649,14.433333,5896.912222,0.998833,7.126379,0.999641,0.999307,0.280136,-0.2707,-0.29415,-0.224311,3.586193,0.657589,0.762238,-0.283943,0.3107,0.014831,-0.274182,Electronic
0.094233,32.1405,-87.4293,-78.5535,1026.16,2.13359,-0.387639,-8.25734,-13.0615,426.639,0.115302,338.067,809.282,167.952,8.53024,163.966,1166.23,-24.738,0.002392,0.001372,0.000014,1.920863,3.594828,22.292732,0.995006,-1.235193,0.999623,0.998602,0.464692,-0.453906,-0.504721,-0.36843,5.518029,0.539443,0.565895,-0.420803,0.330985,0.50909,-0.444702,Pop_Rock
0.054979,52.752,53.7895,66.2325,975.834,65.13768,0.534803,-19.2521,-20.5045,405.392,0.057889,236.958,173.121,175.214,-1.10089,124.764,195.161,-4.503,0.001736,0.001449,0.000002,1.913194,4.760331,70.810327,0.998478,1.331086,0.999822,0.998974,0.322223,-0.255332,-0.272203,-0.32824,12.957369,0.574357,0.779052,-0.260513,0.20346,-0.017334,-0.279142,Pop_Rock
0.021491,46.025,13.8933,10.1455,2575.46,3.431847,0.368288,6.65444,0.0075,824.534,-0.326488,559.957,387.6,419.221,11.0592,451.369,320.672,-8.1615,0.000636,0.00061,0,1.749364,9.703704,507.801097,0.996123,6.321995,0.998767,0.996882,0.284513,-0.28039,-0.279509,-0.252028,5.532509,0.288881,0.130656,-0.294343,0.441181,-0.106383,-0.258747,Pop_Rock
0.073274,46.53,12.1081,8.594,1580.59,0.209172,-0.181024,4.98476,1.691,615.345,-0.09463,843.606,710.77,506.925,-4.16578,359.202,310.701,-9.079,0.000923,0.000722,0,2.205556,10.485437,838.715807,0.997836,2.580941,0.998705,0.997741,0.272233,-0.25091,-0.279709,-0.230818,22.475252,0.237003,-0.051573,-0.273322,0.113154,-0.18647,-0.248693,Rap
0.118687,50.617,14.9129,11.615,690.184,10.662568,0.112191,-17.163,-19.307,508.355,0.357131,329.637,425.238,207.503,-0.501432,118.98,282.378,-6.617,0.00128,0.001105,0.000003,1.90629,5.727941,99.448043,0.998981,11.085682,0.999557,0.998742,0.341298,-0.245678,-0.34636,-0.269779,13.979865,0.655117,0.88579,-0.302115,0.105047,-0.076233,-0.265106,Pop_Rock
0.072322,45.809,24.6105,25.624,833.152,22.782763,-0.511353,-7.62435,-9.013,503.922,-0.187801,353.477,385.23,274.111,-1.02494,235.172,313.891,-10.811,0.001414,0.001173,0.000003,1.571631,9.929577,348.572505,0.998311,9.204056,0.999317,0.998443,0.255514,-0.264304,-0.292418,-0.271947,3.752019,0.313102,0.194044,-0.267403,0.345948,-0.028764,-0.262634,Country
0.077709,55.015,72.4654,65.109,635.684,55.35741,1.403702,-23.5536,-24.2085,585.948,-1.405438,305.331,123.821,149.429,-2.2819,165.132,101.945,-2.4905,0.002083,0.001661,0.000002,1.9875,4.137931,36.015458,0.998766,16.376461,0.999937,0.999899,0.250221,-0.259971,-0.266958,-0.278818,6.288293,0.665548,0.820811,-0.250877,0.193445,-0.097667,-0.26816,Pop_Rock
0.070851,42.327,51.4927,49.783,1212.71,0.837662,-0.313683,-13.7114,-17.904,689.103,-0.340912,314.351,368.912,268.209,-1.13003,198.733,367.737,-14.271,0.001062,0.001004,0.000001,1.915074,6.452055,99.549071,0.997508,4.481688,0.998971,0.997015,0.30288,-0.279931,-0.326157,-0.253013,2.56214,0.484087,0.871203,-0.285195,0.116424,-0.027231,-0.294665,Jazz
0.060941,49.91,7.94787,9.734,1391.22,8.443105,0.218086,-8.78032,-11.508,790.87,-0.275477,417.253,294.909,245.036,-3.56831,272.674,358.383,-6.649,0.001052,0.000907,0.000001,1.73081,7.547619,229.469955,0.99791,-0.575961,0.999604,0.999216,0.318888,-0.325636,-0.304985,-0.291191,7.611734,0.346534,0.256003,-0.298945,0.086177,-0.155362,-0.299653,Religious
0.016278,42.362,-74.2017,-70.6845,736.339,33.556668,0.899967,-26.0716,-25.8235,313.447,-0.25591,802.009,285.579,380.099,0.730118,137.053,277.328,-15.423,0.001208,0.000695,0.000008,1.35628,25.090909,3668.991736,0.997755,0.148216,0.999537,0.997315,0.293849,-0.315066,-0.2775,-0.277862,1.712927,0.753784,0.846361,-0.332197,0.332781,-0.113134,-0.328402,Electronic
0.04592,49.192,72.0034,78.669,549.993,7.431663,0.130564,-13.6936,-15.774,493.212,0.530695,229.482,248.644,160.838,0.6508,153.09,116.744,-8.0465,0.001667,0.001439,0.000001,1.855,4.724409,67.900428,0.998733,7.27579,0.999769,0.999529,0.363286,-0.352163,-0.335728,-0.294766,2.479663,0.504997,0.556668,-0.282715,0.208027,0.171328,-0.278561,Pop_Rock
0.065477,52.294,18.6654,22.873,634.01,92.938644,0.454212,-28.768,-30.134,450.746,-0.216727,394.28,184.939,191.902,1.00291,189.186,210.4,-5.208,0.001541,0.00108,0.000001,1.959938,5.233871,80.356595,0.998196,7.170613,0.999887,0.999814,0.320805,-0.311552,-0.301674,-0.272585,5.955062,0.768098,0.848057,-0.297313,0.195116,-0.040696,-0.291014,Pop_Rock
0.10051,50.05,56.8233,58.0785,681.842,8.594311,0.184421,-16.0457,-17.2015,461.217,0.240043,440.107,226.972,245.322,-3.20468,106.192,158.344,-7.198,0.00119,0.000982,0.000001,1.786905,8.235294,617.866205,0.998685,16.693234,0.999832,0.999737,0.309575,-0.34047,-0.317994,-0.283741,4.8782,0.568093,0.670915,-0.332504,0.166273,-0.143602,-0.286944,Pop_Rock
0.059019,45.435,34.7296,34.942,386.565,0.031289,0.268214,-23.181,-24.539,276.571,-0.12907,230.157,186.509,131.741,2.38186,107.961,199.129,-11.9935,0.000728,0.000579,0,1.826628,8.651899,335.720598,0.999074,1.183775,0.999494,0.999186,0.295354,-0.310058,-0.290494,-0.240525,1.142755,0.72141,0.744235,-0.273165,0.192484,0.034025,-0.296147,Pop_Rock
0.086873,41.569,-67.866,-72.075,1044.06,0.340504,0.274872,-23.5898,-28.893,796.938,-0.131214,460.64,308.652,273.553,1.98803,164.735,385.021,-15.739,0.001675,0.001352,0.000001,1.78727,7.653846,385.508383,0.997364,1.045209,0.999486,0.99791,0.358486,-0.3163,-0.372088,-0.323342,14.982435,0.640195,0.920777,-0.301601,0.191094,0.389523,-0.371475,Pop_Rock
0.085888,48.6945,-9.0459,-9.908,983.89,11.051579,0.037548,-0.771705,-5.2185,264.35,-0.057329,428.751,208.189,343.381,-3.43722,183.03,138.782,-7.4645,0.001129,0.001018,0.000001,1.459368,13.223881,1277.964803,0.998346,2.163814,0.999696,0.999447,0.278523,-0.27477,-0.284544,-0.239004,4.808744,0.492015,0.46043,-0.269103,0.247202,-0.170509,-0.255512,Pop_Rock
0.042358,53.29,69.2754,68.5535,613.106,78.017467,0.019271,-27.411,-28.92,259.521,-0.317603,205.501,254.095,181.482,-1.23505,136.163,187.561,-4.076,0.001217,0.000946,0.000001,2.055012,6.932203,130.215743,0.998887,16.827929,0.999783,0.999542,0.338017,-0.325015,-0.359857,-0.286089,4.962284,0.733571,0.775514,-0.344427,0.178887,-0.11671,-0.328055,Pop_Rock
0.110382,38.799,11.3441,0.421,1312.74,0.779928,0.189706,3.36442,0.982,772.299,-0.065976,692.287,368.366,451.796,-3.36015,420.085,468.823,-15.577,0.001233,0.001093,0,2,7.5,555.601852,0.995613,17.647387,0.997182,0.993977,0.358044,-0.229288,-0.260844,-0.209009,16.283284,0.309389,0.157241,-0.231739,0.25951,0.465084,-0.233376,Reggae
0.100752,53.346,59.2682,60.717,1356.98,1.798041,1.214973,-11.2279,-14.805,661.224,-0.060112,566.666,283.775,307.096,-2.3451,378.269,303.968,-3.085,0.001318,0.001134,0.000001,1.934037,9.02381,488.594671,0.998478,5.567493,0.999538,0.998438,0.279379,-0.248432,-0.293281,-0.254786,9.531671,0.481059,0.739413,-0.249766,0.249396,-0.124461,-0.244858,Religious
0.078073,41.614,44.7203,42.114,4480.8,0.382235,0.077242,14.3059,2.121,1003.08,0.186388,662.118,575.918,408.119,-4.07765,815.741,369.107,-12.402,0.001361,0.001525,0,1.793997,7.556701,174.102455,0.989829,25.425398,0.996256,0.990545,0.301408,-0.277218,-0.295965,-0.253378,35.939937,0.343427,-0.016533,-0.292216,0.188593,-0.163144,-0.273999,Reggae
0.0563,53.72,71.9241,66.6015,253.167,11.578913,0.528311,-18.8592,-20.413,341.795,0.479602,204.77,146.176,143.717,2.15034,93.6797,153.346,-4.389,0.001667,0.001406,0.000008,1.771667,5.607477,87.845925,0.998782,17.74032,0.999913,0.99979,0.390225,-0.352667,-0.315461,-0.275995,32.118258,0.680901,0.799114,-0.310547,0.166548,0.098759,-0.296077,Pop_Rock
0.052256,45.2185,18.1516,17.94,1067.94,0.44815,-0.186651,-21.9131,-23.3985,1517.99,-0.375891,511.018,434.944,289.108,11.4233,419.516,271.295,-8.956,0.000336,0.000243,0,2.116034,25.621622,9288.559533,0.998143,0.50445,0.999739,0.999055,0.287284,-0.286102,-0.352446,-0.238039,16.748516,0.54915,0.760042,-0.329695,0.428815,0.136676,-0.274129,Jazz
0.096903,52.013,49.8963,50.836,639.475,81.663926,-0.284953,-23.2292,-24.334,312.823,-0.040465,265.473,291.486,178.969,3.20625,169.908,207.402,-5.595,0.001385,0.001064,0.000003,1.887812,7.292929,165.277829,0.999309,2.019906,0.999837,0.999689,0.307474,-0.297382,-0.3334,-0.287915,0.847633,0.678091,0.810284,-0.301685,0.222151,0.301693,-0.271965,Pop_Rock
0.129064,41.376,13.5033,11.4755,3858.66,0.388406,-0.017588,1.28849,-2.6945,1499.53,-0.284279,1586.17,502.025,784.1,-1.119,734.103,449.819,-13.2115,0.000994,0.000915,0,2.053838,10.447917,418.643121,0.992907,1.86064,0.997509,0.995599,0.266887,-0.255255,-0.278796,-0.256345,3.230231,0.294719,0.015614,-0.265758,0.221185,0.025871,-0.297512,Rap
0.053095,47.031,49.1756,50.226,1198.5,3.004857,0.653938,-19.5514,-22.544,560.406,-0.027319,294.321,369.329,189.94,-2.4273,137.269,207.241,-10.292,0.001192,0.001039,0.000001,1.786141,6.246269,205.76771,0.998309,0.148814,0.999625,0.999245,0.342226,-0.332605,-0.3492,-0.292181,0.741079,0.625145,0.857951,-0.331078,0.357933,0.051286,-0.336512,Pop_Rock
0.057609,47.4265,-35.9566,-33.878,515.103,3.455287,0.239303,-2.56259,-3.9605,304,0.27075,248.881,155.232,179.61,5.96124,95.4513,230.44,-10.1185,0.001094,0.000953,0,1.808534,8.462963,479.452332,0.999098,6.979881,0.999616,0.999137,0.326291,-0.319047,-0.339396,-0.265389,31.576558,0.381397,0.169514,-0.349116,0.177907,0.598622,-0.239124,Pop_Rock
0.049476,41.169,-31.4962,-34.913,623.767,14.805775,-0.11596,-25.2909,-26.314,377.426,0.306562,314.066,218.74,161.311,-0.263611,112.556,108.187,-16.49,0.001447,0.001215,0.000002,1.552822,11.327869,615.203977,0.998171,-0.695912,0.999949,0.999712,0.376829,-0.373773,-0.389474,-0.309147,0.496604,0.786929,0.857866,-0.402713,0.173215,0.554906,-0.400479,Pop_Rock
0.029474,49.758,39.4485,30.158,651.513,3.889337,0.489402,-27.6791,-27.11,375.219,-0.23422,243.393,249.244,154.955,4.69258,119.877,210.544,-7.54,0.000798,0.000532,0.000001,1.79393,13.319149,892.536442,0.999386,5.888342,0.999832,0.999165,0.269975,-0.270705,-0.329512,-0.269856,6.121745,0.778368,0.826824,-0.274975,0.145709,-0.016543,-0.283666,Pop_Rock
0.056078,52.1745,105.659,106.545,522.508,16.142935,0.58774,-18.0946,-20.72,249.507,0.61949,143.931,142.303,106.331,-0.38232,143.39,136.215,-5.4485,0.001163,0.000942,0.000001,1.716279,8.514851,486.527007,0.998374,5.108222,0.999826,0.999398,0.423337,-0.394602,-0.307854,-0.281598,5.138769,0.724252,0.917853,-0.349365,0.347319,-0.221111,-0.315076,Pop_Rock
0.056482,49.917,24.9065,26.906,608.092,55.73273,0.195376,-22.1806,-22.977,332.311,0.286142,285.832,219.731,209.697,-2.09279,99.3445,146.801,-7.179,0.001495,0.001155,0.000003,1.962631,5.309524,96.340703,0.999139,14.685766,0.999643,0.999023,0.272218,-0.271724,-0.261799,-0.2528,8.069754,0.630226,0.629618,-0.259938,0.123882,0.17689,-0.28519,Pop_Rock
0.033183,46.326,11.9923,9.48,1203.06,1.526342,-0.227335,-3.466,-6.826,592.068,-0.192441,334.464,410.576,347.693,2.11383,264.788,253.041,-9.845,0.001175,0.001229,0.000001,1.882353,7.727273,161.889256,0.997631,7.914977,0.998837,0.997886,0.342749,-0.284346,-0.278401,-0.253483,1.795992,0.293835,0.432248,-0.268206,0.147092,-0.127406,-0.259302,Country
0.109446,43.573,7.89185,7.974,1883.16,0.13062,0.142985,5.16216,1.022,683.728,0.089302,817.294,572.408,447.993,-7.75675,513.831,315.441,-11.727,0.001109,0.001026,0,2.109878,10.72619,618.746457,0.996549,13.284166,0.998612,0.997225,0.232525,-0.214234,-0.22876,-0.226549,3.031431,0.296479,-0.078684,-0.252256,0.154139,-0.101744,-0.231604,Rap
0.075795,45.621,8.81143,6.081,2601.93,0.377536,0.195253,6.64161,1.181,624.357,-0.386867,633.127,395.961,393.19,-6.21675,392.012,251.227,-8.602,0.001036,0.001025,0,1.928497,8.177966,232.722565,0.996458,20.16683,0.998231,0.995305,0.282913,-0.251319,-0.278283,-0.229126,12.464859,0.295576,0.027991,-0.233655,0.088378,-0.128043,-0.2687,Reggae
0.042049,47.682,-2.38425,-10.5965,1112.12,62.80425,-0.091536,-10.0253,-11.8,260.863,0.686715,295.377,234.705,193.956,3.39981,195.942,103.667,-9.709,0.002747,0.002279,0.000005,1.824176,4.853333,58.151822,0.997921,2.195327,0.999529,0.998828,0.427308,-0.393162,-0.30476,-0.326828,2.469135,0.456627,0.224293,-0.349327,0.19653,-0.067825,-0.309507,Pop_Rock
0.109401,34.8855,-122.847,-130.629,4244.77,2.91096,-0.029266,40.651,33.791,1072.52,0.016825,858.71,1026.97,597.055,-11.2897,682.977,511.126,-18.7395,0.001901,0.001811,0.000002,1.857414,4.614035,49.693136,0.991768,5.693934,0.993752,0.987166,0.274488,-0.303548,-0.306111,-0.298096,4.807685,0.632571,0.494803,-0.276543,0.40829,0.042587,-0.305098,Country
0.089735,44.037,-4.09583,-5.754,2171.5,8.340745,-0.160885,-2.84956,-12.214,865.913,0.250336,825.303,509.178,605.213,-4.69817,333.249,389.378,-11.691,0.001038,0.000843,0.000001,1.771547,8.301724,219.107238,0.996269,2.579223,0.99891,0.997716,0.279596,-0.279269,-0.307265,-0.26601,6.279306,0.434534,0.354547,-0.284375,0.145485,0.001575,-0.256881,Pop_Rock
0.07636,44.193,-37.8918,-35.973,1244.28,3.378629,-0.041086,-10.4775,-14.098,509.532,-0.359117,481.651,586.02,449.727,1.37328,187.76,297.876,-12.092,0.001328,0.001023,0.000001,1.699468,8.545455,371.997934,0.997607,1.715869,0.998851,0.996841,0.331172,-0.317914,-0.330773,-0.2912,10.729309,0.406739,0.342202,-0.32318,0.374376,-0.038646,-0.321487,Pop_Rock
0.035605,36.3045,84.0668,80.621,2997.38,1.936506,0.510706,2.50545,0.591,657.091,-0.170596,569.86,512.511,338.215,-0.767757,443.187,558.069,-17.9785,0.001538,0.001289,0.000003,1.990769,5.652174,80.957278,0.996758,7.127388,0.998505,0.997708,0.287835,-0.287971,-0.281119,-0.236518,0.371099,0.345277,0.00283,-0.259654,0.169977,0.238075,-0.290187,Latin
0.089731,40.784,-36.2606,-34.657,1517.52,1.704556,-0.046249,-8.34166,-13.113,580.167,-0.125466,399.669,435.445,223.477,-0.327144,282.441,255.599,-14.915,0.001949,0.001398,0.000002,1.619883,6.75,247.976974,0.994932,1.606398,0.998694,0.997356,0.342488,-0.347459,-0.331185,-0.311331,36.710254,0.396682,0.351219,-0.348659,0.352601,-0.212566,-0.344294,Religious
0.071261,51.6165,57.062,75.215,2354.2,3.471433,1.520533,-19.2498,-24.735,1258.34,0.850961,418.374,813.245,266.346,-0.473721,212.6,595.456,-6.1015,0.001168,0.000837,0.000002,1.835681,6.454545,91.338843,0.996913,-0.072152,0.999677,0.999085,0.373886,-0.381629,-0.372129,-0.336725,1.744063,0.712732,0.875804,-0.332747,0.398419,0.077052,-0.320782,Electronic
0.069316,41.6125,-53.4157,-46.468,1525.47,0.286262,0.040016,-3.7808,-6.109,595.417,-0.17851,554.475,268.015,422.123,4.81616,395.101,186.746,-15.0015,0.005376,0.005114,0.000012,1.655914,3.444444,24.024691,0.992809,3.831212,0.995617,0.985413,0.47945,-0.413644,-0.356578,-0.286311,2.497693,0.350329,-0.042849,-0.333615,0.249394,0.142287,-0.343785,Pop_Rock
0.0967,50.804,35.571,34.891,1813.9,16.631223,0.676534,-24.7978,-29.567,680.457,-0.292937,432.608,270.553,250.722,2.53308,253.909,214.064,-5.933,0.000991,0.000827,0,1.995035,7.929134,185.892616,0.99818,1.913386,0.999516,0.998865,0.280119,-0.260523,-0.273491,-0.252928,12.398234,0.584786,0.728866,-0.294688,0.126581,-0.159503,-0.265787,Pop_Rock
0.047091,46.8285,37.5727,38.2505,1246.09,6.342322,-0.070371,-3.63316,-8.3575,705.331,-0.246899,413.234,295.347,310.268,1.15605,287.31,253.32,-9.2275,0.001425,0.00119,0.000002,1.704708,6.805825,152.253558,0.997549,5.886054,0.999018,0.997154,0.367525,-0.341843,-0.347125,-0.300689,9.196876,0.355115,0.116509,-0.340661,0.163516,0.201968,-0.338382,Pop_Rock
0.063373,51.06,66.8742,67.215,730.855,85.764093,0.055691,-24.8328,-24.5575,397.604,0.356988,262.645,306.027,171.088,0.670017,183.079,95.2107,-5.4345,0.001433,0.00123,0.000003,1.82808,10.575758,1160.880624,0.998026,0.917552,0.999757,0.999588,0.299836,-0.270002,-0.294327,-0.248808,2.384893,0.573963,0.567517,-0.301876,0.140838,0.575544,-0.255055,Pop_Rock
0.04982,54.251,55.8245,54.926,749.503,212.286736,1.1648,-28.0646,-28.723,187.57,0.922234,115.87,87.4218,70.3961,1.88068,87.8365,73.2567,-3.726,0.002387,0.001954,0.000006,1.949761,4.97619,143.094671,0.998375,54.777057,0.999944,0.999821,0.37963,-0.374963,-0.400581,-0.355936,7.92694,0.917326,0.932976,-0.312154,0.182179,0.620447,-0.382081,Pop_Rock
